Konten,Judul video,Waktu publikasi video,Durasi,Penayangan tak dilewati,Rata-rata durasi tonton,Persentase penayangan rata-rata (%),Diviralkan,Poin hype,Subscriber yang diperoleh,Subscriber yang hilang,Suka,Tidak suka,Suka (vs. tidak suka) (%),Pembagian,Komentar ditambahkan,Pendapatan transaksi (IDR),Transaksi,YouTube Premium (IDR),Iklan Halaman Tonton (IDR),Estimasi pendapatan DoubleClick (IDR),Estimasi pendapatan AdSense (IDR),Pendapatan iklan YouTube (IDR),Tayangan iklan,CPM berbasis-pemutaran (IDR),CPM (IDR),Estimasi pemutaran yang dimonetisasi,RPM (IDR),Rubi,Klik produk,Tayangan produk,Total penjualan (IDR),Pesanan,Komisi yang disetujui (IDR),Komisi tertunda (IDR),Komisi yang dihapus (IDR),Penayangan YouTube Premium,Waktu tonton YouTube Premium (jam),Jam streaming,Set pengingat,Pesan chat,Reaksi,Perubahan jumlah subscriber per postingan,Penayangan klip komunitas,Waktu tonton dari klip komunitas (jam),Jumlah klik pada kartu,Kartu ditampilkan,Jumlah klik pada teaser kartu,Teaser kartu ditampilkan,Klik pada elemen layar akhir,Klik per elemen layar akhir yang ditampilkan (%),Elemen layar akhir yang ditampilkan,Penayangan,Waktu tonton (jam),Subscriber,Estimasi pendapatan (IDR),Tayangan,Rasio klik-tayang dari tayangan (%),avg_watch_seconds,durasi_detik,published_at,like_rate,comment_rate,share_rate,dislike_ratio,engagement_rate,watch_time_ratio,revenue_per_view,subscriber_net,subscriber_net_per_view,ctr,impression_to_view_rate,upload_hour,upload_day,upload_day_name,upload_month,upload_year,video_age_days,duration_bucket,title_length,title_words,sensational_count,has_symbol,caps_ratio,topic_cluster,topic_score,entity_count,avg_watch_minutes,perf_score,performance_class
Vx9UlFgAB8I,"HEBOH‼ SABAH SKAKMAT MALAYSIA SOAL AMBALAT, KINI INGIN PISAH DARI MALAYSIA, INI YANG AKAN TERJADI‼","Aug 25, 2025",1380.0,77772.0,0:05:41,24.76,0.0,0.0,95.0,15.0,1051.0,24.0,97.77,52.0,450.0,0.0,0.0,11300.491,352414.678,0.0,352414.678,640754.563,73601.0,10874.254,8705.786,58924.0,4676.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,83.4348,0.4169,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,2.46,11665.0,77772.0,7382.9815,80.0,363715.169,377664.0,18.31,341.0,1380.0,2025-08-25,0.01351386102967649,0.005786144113562722,0.0006686210975672479,0.022325581395348838,0.01996862624080646,0.24710144927536232,4.676685298050712,80.0,0.0010286478424111505,0.18309999999999998,0.20592907981698017,0,0,Monday,8,2025,234,sangat panjang (>15 mnt),98,15,1,1,1.0,malaysia,1,1,5.683333333333334,442004.2,sangat_bagus
xLIXu9akiak,"DPR MALAYSIA MENJERIT! ORANG LUAR ANGGAP KITA HEBAT, TAPI SEBENARNYA KETINGGALAN DENGAN INDONESIA","Jun 9, 2025",570.0,77597.0,0:03:37,38.2,0.0,0.0,150.0,24.0,802.0,19.0,97.69,30.0,389.0,0.0,1.0,5527.41,180510.81,0.0,180510.81,328201.536,48238.0,7449.983,6803.797,44054.0,2397.492,0.0,36.0,8580.0,9817.843,1.0,0.0,0.0,0.0,609.0,40.941,0.1993,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,1.6,20471.0,77597.0,4692.7167,126.0,186038.22,520478.0,13.08,217.0,570.0,2025-06-09,0.010335451112800752,0.005013080402592884,0.0003866128845187314,0.023142509135200974,0.015735144399912367,0.38070175438596493,2.3974924288310113,126.0,0.001623774114978672,0.1308,0.149087953765577,0,0,Monday,6,2025,311,panjang (7-15 mnt),97,13,0,0,1.0,malaysia,1,1,3.6166666666666667,280642.48333333334,sangat_bagus
ItbL6vgPKps,OPERASI AIRDROP TNI AU DI GAZA DIPUJI DUNIA‼️ INDONESIA BUKTIKAN KOMITMEN KEMANUSIAAN DI GAZA,"Aug 25, 2025",602.0,76420.0,0:03:54,39.01,0.0,0.0,269.0,32.0,1330.0,15.0,98.88,81.0,165.0,0.0,0.0,3619.6,204047.39,0.0,204047.39,370995.259,51933.0,8435.545,7143.729,43980.0,2717.444,0.0,35.0,920.0,0.0,0.0,0.0,0.0,0.0,477.0,30.1295,0.2078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,76420.0,4984.9705,237.0,207666.99,532824.0,11.9,234.0,602.0,2025-08-25,0.017403820989269826,0.002159120649044753,0.0010599319549856059,0.011152416356877323,0.020622873593300183,0.38870431893687707,2.7174429468725463,237.0,0.0031012823868097356,0.11900000000000001,0.14342447036920258,0,0,Monday,8,2025,234,panjang (7-15 mnt),93,14,0,1,1.0,israel_palestina,1,3,3.9,298038.0,sangat_bagus
kkF50RqkUj4,"DUNIA TAKJUB‼ PASUKAN PERDAMAIAN TNI JADI IDOLA DI DUNIA, MALAYSIA MAKIN CIUT","Oct 31, 2025",540.0,75535.0,0:03:36,40.0,0.0,0.0,112.0,18.0,1100.0,8.0,99.28,35.0,115.0,0.0,0.0,4358.525,187517.734,0.0,187517.734,340941.328,49771.0,7885.407,6850.2,43237.0,2540.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,32.6224,0.1833,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,75535.0,4532.5803,94.0,191876.26,445184.0,14.24,216.0,540.0,2025-10-31,0.014562785463692328,0.0015224730257496525,0.0004633613556629377,0.007220216606498195,0.016548619845104917,0.4,2.540229827232409,94.0,0.0012444562123518899,0.1424,0.1696714167625072,0,4,Friday,10,2025,167,panjang (7-15 mnt),77,12,0,1,1.0,malaysia,1,3,3.6,271926.0,sangat_bagus
J4EF7-lZitw,PERAHU TERBANG BUAT GEMPAR JIRAN‼ MALAYSIA KEBINGUNGAN ANTISIPASI TAKTIK BARU TNI AL DI AMBALAT,"Aug 10, 2025",540.0,75263.0,0:02:48,31.29,0.0,0.0,73.0,10.0,691.0,19.0,97.32,43.0,121.0,0.0,2.0,4081.84,175843.388,0.0,175843.388,319713.751,39833.0,8838.708,8026.354,36172.0,2469.002,0.0,28.0,918.0,109244.108,2.0,5881.044,5899.17,0.0,820.0,31.6157,0.191,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,1.73,13435.0,75263.0,3532.0587,63.0,185824.399,395683.0,15.33,168.0,540.0,2025-08-10,0.00918113814224785,0.0016076956804804486,0.000571329869922804,0.02676056338028169,0.011360163692651103,0.3111111111111111,2.4690006909105406,63.0,0.0008370646931427129,0.1533,0.1902103451500317,0,6,Sunday,8,2025,249,panjang (7-15 mnt),95,14,1,1,1.0,malaysia,2,4,2.8,210736.4,bagus
p1hsA1BN6mc,"MALAYSIA HASUT MELAYU SUMATERA & ACEH NGAMUK, SEBUT GAM HANYA AIB & BENALU!","Dec 25, 2025",609.0,75249.0,0:04:51,47.89,0.0,0.0,106.0,30.0,890.0,21.0,97.69,61.0,851.0,0.0,0.0,3548.041,267455.017,0.0,267455.017,486281.549,66675.0,8612.546,7293.312,56462.0,3601.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,29.5432,0.2023,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394.0,4.21,33098.0,75249.0,6096.0328,76.0,271003.058,652744.0,10.51,291.0,609.0,2025-12-25,0.011827399699663782,0.011309120386981886,0.0008106420018870683,0.02305159165751921,0.023947162088532738,0.47783251231527096,3.601417400895693,76.0,0.001009980199072413,0.1051,0.11528102900984154,0,3,Thursday,12,2025,112,panjang (7-15 mnt),75,13,1,0,1.0,malaysia,2,3,4.85,364957.64999999997,sangat_bagus
YLYrg2qVb78,"PM AUSTRALIA DAN OPM KEWALAHAN, DILUMPUHKAN PASUKAN RUSIA-INDONESIA DI BIAK PAPUA","May 12, 2025",504.0,74796.0,0:03:32,42.11,0.0,0.0,254.0,34.0,971.0,12.0,98.78,62.0,276.0,0.0,0.0,3871.432,162976.573,0.0,162976.573,296320.901,47779.0,6734.872,6201.907,43998.0,2230.705,0.0,79.0,11925.0,0.0,0.0,0.0,0.0,0.0,515.0,30.6597,0.1732,226.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,74796.0,4409.4772,220.0,166848.005,582581.0,11.12,212.0,504.0,2025-05-12,0.012981977645863415,0.0036900369003690036,0.0008289213326915878,0.012207527975584944,0.017500935878924005,0.42063492063492064,2.230707591315044,220.0,0.0029413337611636984,0.1112,0.12838729721703934,0,0,Monday,5,2025,339,panjang (7-15 mnt),81,11,0,0,1.0,amerika_barat,1,2,3.533333333333333,264279.2,bagus
_Kz_b5gzaQM,"MALAYSIA PANIK‼ PUTIN MALAH PELUK PRABOWO, RUSIA PILIH JADI PELINDUNG TNI DI AMBALAT","Aug 12, 2025",870.0,74070.0,0:04:34,31.58,0.0,0.0,120.0,26.0,899.0,8.0,99.12,23.0,275.0,0.0,0.0,6100.656,236335.642,0.0,236335.642,429679.221,53054.0,9807.789,8098.903,43810.0,3273.068,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,615.0,51.722,0.2816,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,3.52,16454.0,74070.0,5652.0255,94.0,242436.298,497745.0,12.39,274.0,870.0,2025-08-12,0.012137167544214933,0.0037127041987309304,0.0003105170784393142,0.008820286659316428,0.016160388821385176,0.31494252873563217,3.273070041852302,94.0,0.0012690697988389362,0.12390000000000001,0.14881113823343278,0,1,Tuesday,8,2025,247,panjang (7-15 mnt),84,13,1,1,1.0,rusia,2,5,4.566666666666666,338253.0,sangat_bagus
yBwMyYG7avA,"GEMPAR‼️ RAKYAT MALAYSIA NGAMUK TAK TERIMA DIBILANG MISKIN, KARMA SERING HINA INDONESIA MISKIN⁉️","Oct 16, 2025",443.0,73525.0,0:03:00,40.76,0.0,0.0,52.0,10.0,506.0,21.0,96.02,23.0,647.0,0.0,0.0,4287.875,132020.97,0.0,132020.97,240037.948,37343.0,7226.576,6427.924,33216.0,1853.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,33.1168,0.1589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73525.0,3687.5459,42.0,136308.845,331775.0,18.05,180.0,443.0,2025-10-16,0.006882012920775247,0.00879972798367902,0.00031281876912614756,0.03984819734345351,0.015994559673580416,0.40632054176072235,1.8539115266916015,42.0,0.0005712342740564433,0.1805,0.22161103157260192,0,3,Thursday,10,2025,182,panjang (7-15 mnt),96,13,2,1,1.0,malaysia,1,1,3.0,220575.0,bagus
2HIBgmtzkVI,MALAYSIA & SINGAPURA CEMAS! INDONESIA-CHINA BANGUN “SHENZHEN BARU” DI KAWASAN INDUSTRI BATANG,"Jun 28, 2025",600.0,73461.0,0:03:15,32.6,0.0,0.0,141.0,13.0,883.0,17.0,98.11,351.0,187.0,0.0,2.0,10206.576,266374.918,0.0,266374.918,484317.939,49414.0,11039.844,9801.229,43870.0,3780.511,0.0,65.0,561.0,141161.677,3.0,1144.976,1218.459,-79.99,1305.0,69.7161,0.2008,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,2.61,10752.0,73461.0,3990.926,128.0,277720.174,436665.0,12.3,195.0,600.0,2025-06-28,0.012019983392548428,0.002545568396836417,0.004778045493527177,0.01888888888888889,0.01934359728291202,0.325,3.7805117545364206,128.0,0.0017424211486366916,0.12300000000000001,0.16823193981656417,0,5,Saturday,6,2025,292,panjang (7-15 mnt),93,12,0,0,1.0,malaysia,1,3,3.25,238748.25,bagus
aH39ruJtWAc,VIETNAM INGATKAN MALAYSIA‼ JANGAN MAIN-MAIN SAMA INDONESIA MEREKA PUNYA TNI SANGAT KUAT‼,"Oct 6, 2025",540.0,73287.0,0:03:21,37.35,0.0,0.0,84.0,28.0,1073.0,11.0,98.99,24.0,198.0,0.0,0.0,3901.538,206194.615,0.0,206194.615,374899.825,53901.0,8010.509,6955.341,46801.0,2866.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,29.2685,0.1913,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73287.0,4105.6288,56.0,210096.152,503028.0,12.79,201.0,540.0,2025-10-06,0.014641068675208428,0.0027017069875967087,0.00032747963486020714,0.01014760147601476,0.017670255297665343,0.37222222222222223,2.8667587976039406,56.0,0.00076411914800715,0.12789999999999999,0.14569169111858585,0,0,Monday,10,2025,192,panjang (7-15 mnt),88,12,0,1,1.0,malaysia,1,2,3.35,245511.45,bagus
21p41aurr6g,"MALAYSIA KENA KARMA‼ STOP TKI INDONESIA, SEKARANG BANGLADESH MEMBLUDAK TAK TERBENDUNG","Oct 3, 2025",652.0,73266.0,0:04:10,38.35,0.0,0.0,105.0,7.0,654.0,21.0,96.89,40.0,371.0,0.0,0.0,6486.188,228077.193,0.0,228077.193,414685.394,59855.0,8178.07,6928.166,50707.0,3201.527,0.0,115.0,1353.0,0.0,0.0,0.0,0.0,0.0,747.0,49.1807,0.2174,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73266.0,5089.2452,98.0,234563.381,515912.0,12.41,250.0,652.0,2025-10-03,0.008926377856031446,0.005063740343406218,0.0005459558321731771,0.03111111111111111,0.014536074031610842,0.3834355828220859,3.2015311467802254,98.0,0.001337591788824284,0.1241,0.1420125912946394,0,4,Friday,10,2025,195,panjang (7-15 mnt),85,11,0,1,1.0,malaysia,1,1,4.166666666666667,305275.0,sangat_bagus
8X2O9CO-sww,PILIH MALAYSIA ATAU INDONESIA!? JAWABAN JUJUR RAKYAT SABAH BIKIN JIRAN KENA MENTAL!,"Dec 24, 2025",540.0,73160.0,0:03:34,39.67,0.0,0.0,40.0,5.0,800.0,13.0,98.4,38.0,512.0,0.0,0.0,8753.723,260003.097,0.0,260003.097,472733.182,55344.0,10540.786,8541.724,44848.0,3673.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,63.6871,0.1831,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,1.82,30352.0,73160.0,4352.9283,35.0,268756.819,339334.0,17.56,214.0,540.0,2025-12-24,0.010934937124111536,0.006998359759431383,0.0005194095133952979,0.015990159901599015,0.018452706396938218,0.3962962962962963,3.6735486468015313,35.0,0.0004784034991798797,0.17559999999999998,0.2155987905721207,0,2,Wednesday,12,2025,113,panjang (7-15 mnt),83,12,0,0,1.0,malaysia,2,2,3.566666666666667,260937.33333333334,bagus
1qqFrpG2zh8,"DPR MALAYSIA MURKA‼ INDONESIA DIEJEK KARENA TARIF TRUMP DIKATAKAN “JUAL NEGARA”, KINI KENA KARMANYA‼","Aug 17, 2025",1040.0,73139.0,0:05:10,29.82,0.0,0.0,95.0,11.0,681.0,19.0,97.29,41.0,221.0,0.0,0.0,11270.176,265200.934,0.0,265200.934,482095.668,51187.0,11559.107,9418.322,41707.0,3780.078,0.0,31.0,1148.0,0.0,0.0,0.0,0.0,0.0,797.0,83.1939,0.3235,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,1.74,13308.0,73139.0,6300.5389,84.0,276471.109,503535.0,12.87,310.0,1040.0,2025-08-17,0.00931103788676356,0.0030216437194930204,0.0005605764366480264,0.027142857142857142,0.012893258042904606,0.2980769230769231,3.780077783398734,84.0,0.0011484980653276638,0.12869999999999998,0.1452510749004538,0,6,Sunday,8,2025,242,sangat panjang (>15 mnt),100,14,0,1,1.0,malaysia,1,1,5.166666666666667,377884.8333333334,sangat_bagus
8zRWKSncFbU,MALAYSIA DI AMBANG KIAMAT! SABAH & SARAWAK SIAP ANGKAT KAKI DARI FEDERASI?,"Dec 21, 2025",549.0,73051.0,0:03:43,40.63,0.0,0.0,99.0,23.0,1061.0,20.0,98.15,101.0,763.0,0.0,0.0,3176.987,335070.278,0.0,335070.278,609218.363,75222.0,9623.695,8098.939,63304.0,4630.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,25.7544,0.1855,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73051.0,4526.3713,76.0,338247.265,404417.0,15.78,223.0,549.0,2025-12-21,0.014524099601648164,0.010444757771967529,0.0013825957207977988,0.018501387604070305,0.02635145309441349,0.40619307832422585,4.630289318421377,76.0,0.0010403690572339873,0.1578,0.1806328616255004,0,6,Sunday,12,2025,116,panjang (7-15 mnt),74,12,0,0,1.0,malaysia,1,2,3.716666666666667,271506.2166666667,sangat_bagus
lEaJcYrVU-k,DPR MALAYSIA MELONGO LIHAT IBU KOTA NUSANTARA SUDAH SEMAJU INI! MEREKA BANDINGKAN DENGAN PUTRAJAYA!,"Apr 25, 2025",903.0,72706.0,0:05:00,33.32,0.0,0.0,265.0,22.0,664.0,22.0,96.79,61.0,92.0,0.0,0.0,4762.864,207595.066,0.0,207595.066,377443.347,61541.0,6725.048,6133.201,56125.0,2920.782,0.0,87.0,5476.0,0.0,0.0,0.0,0.0,0.0,429.0,36.0115,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,1.17,12689.0,72706.0,6075.8964,243.0,212357.93,599346.0,10.48,300.0,903.0,2025-04-25,0.00913267130635711,0.0012653701207603224,0.0008389954061563007,0.03206997084548105,0.011237036833273732,0.33222591362126247,2.9207758644403485,243.0,0.0033422276015734604,0.1048,0.12130889336042953,0,4,Friday,4,2025,356,sangat panjang (>15 mnt),99,14,0,0,1.0,malaysia,1,2,5.0,363530.0,sangat_bagus
8pIFoi8bJrw,BEGINI PANIKNYA PARLEMEN MALAYSIA TAKUT ANCAMAN PERANG INDONESIA,"Nov 5, 2025",540.0,72260.0,0:04:16,47.45,0.0,0.0,82.0,20.0,984.0,24.0,97.62,23.0,510.0,0.0,0.0,6555.238,242988.178,0.0,242988.178,441797.059,59852.0,8615.723,7381.492,51278.0,3453.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,47.5582,0.1833,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,72260.0,5143.4091,62.0,249543.416,407525.0,15.2,256.0,540.0,2025-11-05,0.013617492388596735,0.007057846664821478,0.0003182950456684196,0.023809523809523808,0.020993634099086632,0.4740740740740741,3.453410130085801,62.0,0.0008580127318018267,0.152,0.17731427519784063,0,2,Wednesday,11,2025,162,panjang (7-15 mnt),64,8,3,0,1.0,malaysia,1,1,4.266666666666667,308309.3333333333,sangat_bagus
1RFhuJp-scc,"INILAH TUNTUTAN GILA AUSTRALIA KE INDONESIA, TIMOR LESTE MERDEKA AKANKAH PAPUA JUGA IKUT MERDEKA?","May 14, 2025",592.0,71806.0,0:03:50,38.99,0.0,0.0,187.0,19.0,740.0,20.0,97.37,92.0,626.0,0.0,0.0,4562.452,171729.13,0.0,171729.13,312234.713,44187.0,7715.214,7066.212,40470.0,2455.111,0.0,30.0,3482.0,0.0,0.0,0.0,0.0,0.0,590.0,37.1711,0.1994,51.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,2.7,17310.0,71806.0,4604.5549,168.0,176291.582,524382.0,11.78,230.0,592.0,2025-05-14,0.01030554549759073,0.008717934434448375,0.0012812299807815502,0.02631578947368421,0.020304709912820657,0.3885135135135135,2.455109350193577,168.0,0.0023396373562097877,0.11779999999999999,0.13693452483113455,0,2,Wednesday,5,2025,337,panjang (7-15 mnt),97,14,1,0,1.0,lainnya,0,0,3.8333333333333335,275256.3333333334,sangat_bagus
3h8LaQyXsnk,TNI MAKIN DISEGANI DI EROPA‼ KINI MALAYSIA CEMBURU INGIN BELAJAR DARI PRAJURIT TNI,"Jul 22, 2025",555.0,71586.0,0:03:48,41.12,3.0,330.0,98.0,10.0,708.0,21.0,97.12,25.0,606.0,0.0,0.0,5221.347,164967.603,0.0,164967.603,299940.11,40897.0,8211.013,7334.037,36529.0,2377.408,0.0,57.0,959.0,0.0,0.0,0.0,0.0,0.0,703.0,40.197,0.1911,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,2.63,19330.0,71586.0,4538.3915,88.0,170188.951,557942.0,10.51,228.0,555.0,2025-07-22,0.009890201994803453,0.008465342385382617,0.0003492302964266756,0.02880658436213992,0.018704774676612745,0.41081081081081083,2.377405512250999,88.0,0.001229290643421898,0.1051,0.1283036588032448,0,1,Tuesday,7,2025,268,panjang (7-15 mnt),82,13,0,1,1.0,malaysia,1,2,3.8,272026.8,sangat_bagus
8kfGWo1eezY,"KENA BATU‼️ MALAYSIA DIACUHKAN INGGRIS‼️ DIKIRA INDONESIA BAKAL TAKUT, JIRAN MALAH DIPERMALUKAN⁉️","Jun 24, 2025",481.0,71236.0,0:03:34,44.57,0.0,0.0,100.0,10.0,647.0,17.0,97.44,34.0,284.0,0.0,5.0,4271.654,167652.43,0.0,167652.43,304822.615,41798.0,8031.158,7292.756,37955.0,2497.945,0.0,46.0,2787.0,111476.519,2.0,6030.419,6019.719,0.0,522.0,33.025,0.1729,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,2.0,20007.0,71236.0,4241.9282,90.0,177943.802,504687.0,12.26,214.0,481.0,2025-06-24,0.009082486383289349,0.003986748273344938,0.0004772867651187602,0.025602409638554216,0.013546521421753046,0.44490644490644493,2.4979476949856814,90.0,0.001263406142961424,0.1226,0.14114887048804506,0,1,Tuesday,6,2025,296,panjang (7-15 mnt),97,12,2,1,1.0,malaysia,2,2,3.566666666666667,254075.06666666668,bagus
o7HlmyhpLEo,MENGGILA! RUSIA ANCAM KERAS AUSTRALIA HINA DAN LECEHKAN PANCASILA,"May 27, 2025",525.0,71231.0,0:03:27,39.6,0.0,0.0,149.0,22.0,791.0,12.0,98.51,73.0,572.0,0.0,0.0,3792.896,165453.033,0.0,165453.033,300823.835,44803.0,7424.449,6714.368,40518.0,2376.015,0.0,34.0,6664.0,0.0,1.0,0.0,2738.033,-2738.033,510.0,31.9035,0.1814,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,71231.0,4113.7435,127.0,169245.928,424196.0,14.56,207.0,525.0,2025-05-27,0.011104715643469838,0.008030211565189314,0.0010248346927601746,0.014943960149439602,0.020159761901419326,0.3942857142857143,2.376015049627269,127.0,0.0017829315887745504,0.1456,0.16792001810483834,0,1,Tuesday,5,2025,324,panjang (7-15 mnt),65,9,1,0,1.0,amerika_barat,1,2,3.45,245746.95,bagus
Ka_YrUiY8J8,LOH KOK CIUT?! MALAYSIA TIBA-TIBA TAKUT HADAPI KEKUATAN TNI! MASIH BERANI KLAIM KEDAULATAN NKRI?!,"Jun 24, 2025",495.0,70895.0,0:03:13,39.07,0.0,0.0,83.0,13.0,717.0,14.0,98.08,21.0,505.0,0.0,0.0,3202.469,165096.255,0.0,165096.255,300174.838,37435.0,8869.104,8018.561,33845.0,2373.915,0.0,39.0,2575.0,0.0,0.0,0.0,0.0,0.0,449.0,25.6772,0.1743,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,2.28,14987.0,70895.0,3808.2906,70.0,168298.723,400014.0,15.34,193.0,495.0,2025-06-24,0.010113548205092037,0.00712321038155018,0.00029621270893575007,0.019151846785225718,0.017532971295577966,0.3898989898989899,2.3739152690598773,70.0,0.0009873756964525002,0.1534,0.17723129690460834,0,1,Tuesday,6,2025,296,panjang (7-15 mnt),97,14,2,0,1.0,malaysia,1,3,3.216666666666667,228045.58333333334,bagus
3CTkyQUrxzk,"MALAYSIA KAGET! RI BANGUN PAPUA JADI MEGA PUAST PANGAN, AUTO MENGEMIS MINTA BANTUAN BERAS!!","May 30, 2025",638.0,70250.0,0:03:49,35.93,0.0,0.0,206.0,21.0,876.0,14.0,98.43,59.0,245.0,0.0,0.0,5016.435,164121.783,0.0,164121.783,298403.397,45327.0,7092.515,6583.348,42073.0,2407.662,0.0,52.0,6676.0,0.0,0.0,0.0,0.0,0.0,525.0,40.9215,0.211,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,3.18,17037.0,70250.0,4473.3154,185.0,169138.218,481250.0,13.2,229.0,638.0,2025-05-30,0.012469750889679715,0.003487544483985765,0.0008398576512455516,0.015730337078651686,0.016797153024911034,0.35893416927899685,2.4076614661921707,185.0,0.002633451957295374,0.132,0.14597402597402598,0,4,Friday,5,2025,321,panjang (7-15 mnt),91,14,1,0,1.0,malaysia,1,2,3.816666666666667,268120.8333333334,sangat_bagus
YKf-Cyhq14s,"MALAYSIA HEBOH! INDONESIA HENTIKAN 50 RIBU TON EKSPOR KELAPA, SANTAN LANGKA, HARGA MELONJAK TAJAM!","Jun 1, 2025",728.0,70139.0,0:03:50,31.61,0.0,0.0,128.0,10.0,673.0,11.0,98.39,84.0,375.0,0.0,0.0,13524.337,236351.24,0.0,236351.24,429729.441,49719.0,10121.998,8643.163,42455.0,3562.577,0.0,41.0,7022.0,0.0,0.0,0.0,0.0,0.0,1198.0,87.8787,0.2358,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,2.14,12070.0,70139.0,4482.9293,118.0,249875.577,438676.0,12.9,230.0,728.0,2025-06-01,0.009595232324384436,0.005346526183720897,0.001197621865153481,0.01608187134502924,0.016139380373258815,0.3159340659340659,3.5625768402743123,118.0,0.001682373572477509,0.129,0.15988793551504984,0,6,Sunday,6,2025,319,panjang (7-15 mnt),98,14,1,0,1.0,malaysia,1,2,3.8333333333333335,268866.1666666667,sangat_bagus
cg93unEW6IA,MEMANAS‼ TIMOR LESTE GABUNG RI⁉ TIMOR LESTE DI BOHONGI AUSTRALIA SELAMA 40 TAHUN,"Jul 27, 2025",630.0,69830.0,0:03:58,37.92,0.0,0.0,130.0,12.0,628.0,24.0,96.32,38.0,496.0,0.0,3.0,5504.633,218435.137,0.0,218435.137,397152.722,47317.0,9482.433,8393.447,41883.0,3352.369,0.0,55.0,1087.0,233915.067,4.0,10118.94,14262.195,-4106.119,531.0,38.6538,0.2092,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,1.39,18734.0,69830.0,4634.3935,118.0,234095.846,447725.0,14.03,238.0,630.0,2025-07-27,0.008993269368466275,0.0071029643419733635,0.0005441787197479593,0.03680981595092025,0.016640412430187598,0.37777777777777777,3.3523678361735643,118.0,0.0016898181297436631,0.14029999999999998,0.15596627394047685,0,6,Sunday,7,2025,263,panjang (7-15 mnt),80,13,0,1,1.0,amerika_barat,1,1,3.966666666666667,276992.3333333333,sangat_bagus
