Konten,Judul video,Waktu publikasi video,Durasi,Penayangan tak dilewati,Rata-rata durasi tonton,Persentase penayangan rata-rata (%),Tetap menonton (%),Penonton unik,Penayangan rata-rata per penonton,Penonton baru,Penonton yang kembali,Penonton biasa,Penonton reguler,Diviralkan,Poin hype,Subscriber yang diperoleh,Subscriber yang hilang,Suka,Tidak suka,Suka (vs. tidak suka) (%),Pembagian,Komentar ditambahkan,Pendapatan transaksi (IDR),Transaksi,Pendapatan per transaksi (IDR),YouTube Premium (IDR),Iklan Halaman Tonton (IDR),Estimasi pendapatan DoubleClick (IDR),Estimasi pendapatan AdSense (IDR),Pendapatan iklan YouTube (IDR),Tayangan iklan,CPM berbasis-pemutaran (IDR),CPM (IDR),Estimasi pemutaran yang dimonetisasi,RPM (IDR),Rubi,Klik produk,Tayangan produk,Total penjualan (IDR),Pesanan,Komisi yang disetujui (IDR),Komisi tertunda (IDR),Komisi yang dihapus (IDR),Penayangan YouTube Premium,Waktu tonton YouTube Premium (jam),Waktu tonton playlist (jam),Penayangan dari playlist,Tayangan per playlist dimulai,Jam streaming,Set pengingat,Pesan chat,Reaksi,Perubahan jumlah subscriber per postingan,Jumlah remix,Penayangan remix,Penayangan klip komunitas,Waktu tonton dari klip komunitas (jam),Jumlah klik pada kartu,Klik per kartu yang ditampilkan (%),Kartu ditampilkan,Jumlah klik pada teaser kartu,Teaser kartu ditampilkan,Klik teaser per teaser kartu yang ditampilkan (%),Klik pada elemen layar akhir,Klik per elemen layar akhir yang ditampilkan (%),Elemen layar akhir yang ditampilkan,Penayangan,Waktu tonton (jam),Subscriber,Estimasi pendapatan (IDR),Tayangan,Rasio klik-tayang dari tayangan (%)
PNIbEl5676s,"MALAYSIA KENA ""CERAMAH"" WARGANYA SENDIRI: JANGAN HINA INDONESIA!","Dec 23, 2025",712.0,158545.0,0:04:07,34.75,,,,,,,,0.0,0.0,230.0,19.0,1096.0,26.0,97.68,43.0,403.0,0.0,0.0,,11719.71,350701.147,0.0,350701.147,638126.031,87774.0,8791.795,7270.103,72582.0,2287.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.0,101.0936,0.1978,1.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,158545.0,10897.6704,211.0,362420.856,816184.0,14.96
J3SZJhrioxI,ACEH MENGHINA SUKU JAWA! SULTAN ACEH NGAMUK: JANGAN JUAL NAMA ACEH!,"Dec 30, 2025",600.0,143510.0,0:04:41,46.99,,,,,,,,0.0,0.0,343.0,20.0,1286.0,29.0,97.79,110.0,606.0,0.0,0.0,,3169.875,324307.26,0.0,324307.26,590167.867,104281.0,6475.47,5659.4,91139.0,2284.292,0.0,88.0,2495.0,0.0,0.0,0.0,0.0,0.0,454.0,35.6404,0.2981,2.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,508.0,0.89,57306.0,143510.0,11238.2848,323.0,327477.134,1116216.0,11.47
UIR5eI08Gvc,"MALAYSIA-VIETNAM SYOK! SRILANGKA & AFRIKA PAMER BUS CANGGIH RI, BORONG BUS LAKSANA BUATAN INDONESIA","Jan 10, 2026",611.0,132290.0,0:03:52,38.02,,,,,,,,13.0,1040.0,183.0,17.0,1513.0,24.0,98.44,81.0,182.0,0.0,0.0,,8673.317,366697.77,0.0,366697.77,667189.177,90213.0,8781.578,7395.71,75976.0,2838.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0,68.5009,,,,0.203,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1402.0,3.63,38581.0,132290.0,8536.1653,166.0,375371.086,806481.0,14.12
yX86DBCajnE,GEGER! PO BUS INDIA BANGGA PAMERKAN BUS KARYA KAROSERI ADIPUTRO MALANG: INI MEWAH SEKALI!,"Jan 28, 2026",497.0,115569.0,0:03:32,42.7,,,,,,,,10.0,800.0,137.0,13.0,1069.0,36.0,96.74,30.0,115.0,0.0,0.0,,8089.369,381862.401,0.0,381862.401,694761.183,88726.0,9328.283,7830.413,74479.0,3376.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.0,62.5386,0.079,2.0,1.0,0.1713,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,487.0,1.71,28488.0,115569.0,6812.6701,124.0,389951.771,863713.0,11.5
Rzn2DPJ9jUU,"TIMOR LESTE MENANGIS LIHAT PAPUA! DULU PILIH MERDEKA, SEKARANG IRI LIHAT KEMAJUAN MEGAH NKRI!","Jan 1, 2026",588.0,101805.0,0:04:35,46.86,,,,,,,,0.0,0.0,166.0,28.0,1467.0,24.0,98.39,53.0,337.0,0.0,2.0,0.0,5360.085,249552.808,0.0,249552.808,454045.175,71748.0,7156.516,6328.332,63445.0,2514.513,0.0,186.0,4477.0,20129.395,2.0,1096.788,1086.984,0.0,602.0,46.1934,0.2095,3.0,1.5,0.1964,10.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,795.0,1.36,58448.0,101805.0,7791.3586,138.0,255999.877,817651.0,10.95
FQ-b7lmcAfM,MALAYSIA TERKEJUT! MANUVER SENYAP RI-RUSIA SELAMATKAN BURKINA FASO DARI JAJAHAN PRANCIS & AS!,"Dec 25, 2025",656.0,89044.0,0:04:20,39.78,,,,,,,,0.0,0.0,168.0,20.0,936.0,15.0,98.42,62.0,122.0,0.0,20.0,0.0,6555.905,303053.407,0.0,303053.407,551461.882,82993.0,7673.047,6644.679,71870.0,4124.702,0.0,1062.0,116665.0,1199331.37,19.0,103107.034,64751.511,-7519.569,755.0,53.383,0.0751,2.0,2.0,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,359.0,1.04,34496.0,89044.0,6454.4184,148.0,366841.254,667658.0,11.44
7bW2gQr34v0,"DPR MALAYSIA TAKUT ANCAMAN PERANG INDONESIA, AKUI TNI SEBAGAI MILITER TERKUAT DI ASEAN","Jan 2, 2026",619.0,87699.0,0:04:28,43.33,,,,,,,,0.0,0.0,55.0,16.0,841.0,18.0,97.9,32.0,844.0,0.0,1.0,0.0,2867.787,243778.554,0.0,243778.554,443377.883,65547.0,7702.48,6764.274,57563.0,2844.208,0.0,73.0,1442.0,50673.363,1.0,2758.23,2736.348,0.0,373.0,29.1507,0.3516,4.0,2.0,0.2053,19.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,675.0,2.34,28893.0,87699.0,6533.8655,39.0,249382.688,532270.0,14.71
5WQZrnmMg78,"INDONESIA JADI PENYELAMAT AFRIKA, RATUSAN SUMUR AIR BERSIH DIBANGUN DI TENGAH KRISIS AIR!","Jan 27, 2026",660.0,74696.0,0:04:01,36.63,,,,,,,,5.0,400.0,200.0,21.0,948.0,15.0,98.44,38.0,67.0,0.0,4.0,0.0,6764.307,258159.302,0.0,258159.302,469732.6,61801.0,9013.905,7600.728,52112.0,3912.875,0.0,59.0,1167.0,211666.922,1.0,25659.321,25717.445,0.0,759.0,51.1352,0.1889,4.0,2.0,0.2164,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,431.0,1.46,29471.0,74696.0,5016.8833,179.0,290641.053,471114.0,12.75
xctxXBaUipo,"INDIA PAMER SLEEPER BUS BUATAN RI, KAROSERI INDONESIA JADI REBUTAN DAN SANJUNGAN DUNIA","Jan 29, 2026",532.0,68054.0,0:02:50,31.99,,,,,,,,2.0,160.0,37.0,3.0,341.0,6.0,98.27,11.0,38.0,0.0,0.0,,16968.715,177868.172,0.0,177868.172,323576.517,32334.0,12903.318,10007.315,25077.0,2858.787,0.0,14.0,292.0,0.0,0.0,0.0,0.0,0.0,1987.0,108.2295,,,,0.181,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,538.0,5.22,10298.0,68054.0,3216.7133,34.0,194836.887,402544.0,11.52
1lFX6oQbHYQ,BEGINI BEDANYA‼ LEBIH ENAK MANA⁉ KETURUNAN INDIA MALAYSIA ATAU KETURUNAN INDIA INDONESIA,"Nov 7, 2025",600.0,67892.0,0:03:32,35.44,,,,,,,,0.0,0.0,30.0,2.0,251.0,5.0,98.05,6.0,59.0,0.0,0.0,,15507.571,187638.577,0.0,187638.577,341378.832,33922.0,13103.245,10063.641,26053.0,2991.511,0.0,5.0,291.0,0.0,0.0,0.0,0.0,0.0,1741.0,113.0019,0.1666,1.0,,,0.0,,,0.0,1.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,67892.0,4010.1286,28.0,203146.148,374999.0,13.16
8X2O9CO-sww,PILIH MALAYSIA ATAU INDONESIA!? JAWABAN JUJUR RAKYAT SABAH BIKIN JIRAN KENA MENTAL!,"Dec 24, 2025",540.0,66641.0,0:03:17,36.67,,,,,,,,0.0,0.0,43.0,7.0,281.0,6.0,97.91,27.0,131.0,0.0,0.0,,19855.13,164007.129,0.0,164007.129,298381.104,33240.0,11640.961,8976.568,25632.0,2756.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,130.4508,0.1498,1.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,493.0,2.69,18330.0,66641.0,3665.1212,36.0,183862.259,281924.0,15.66
iQscVRYxiLU,"JANGAN MAIN-MAIN! RAFALE RI TIBA BIKIN MALAYSIA KETAKUTAN, MEDIA THAILAND SAMPAI HEBOH!","Jan 15, 2026",517.0,66637.0,0:04:07,47.85,,,,,,,,6.0,480.0,87.0,15.0,1032.0,18.0,98.29,24.0,212.0,0.0,1.0,0.0,3319.205,161016.083,0.0,161016.083,292981.723,46540.0,7052.833,6295.267,41541.0,2479.738,0.0,44.0,920.0,16473.018,1.0,895.112,889.533,0.0,397.0,28.5044,0.976,8.0,2.6667,0.1769,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,441.0,1.87,23582.0,66637.0,4578.9841,72.0,165224.822,450587.0,13.16
6rSUmNedGWw,"ORANG INDIA SYOK LIAT KAROSERI DI INDONESIA, BUS SAMBODO BIKIN MEREKA TERKAGUM-KAGUM!","Jan 13, 2026",540.0,60657.0,0:03:14,36.07,,,,,,,,2.0,160.0,56.0,9.0,573.0,14.0,97.61,23.0,43.0,0.0,0.0,,2795.588,144970.714,0.0,144970.714,263801.356,36903.0,8470.103,7148.507,31145.0,2436.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,22.5487,,,,0.1833,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,344.0,2.08,16533.0,60657.0,3282.1388,47.0,147766.302,382970.0,13.93
DRejYsRElh4,BEDA KELAS! TENTARA WANITA MALAYSIA DIHUJAT NETIZEN GARA-GARA LATIHAN MIRIP SENAM PAGI!,"Jan 5, 2026",570.0,60121.0,0:04:26,46.73,,,,,,,,0.0,0.0,48.0,9.0,698.0,18.0,97.49,16.0,270.0,0.0,0.0,,4661.044,144608.712,0.0,144608.712,263137.54,39309.0,7578.846,6694.079,34720.0,2483.303,0.0,37.0,922.0,0.0,0.0,0.0,0.0,0.0,516.0,37.9183,0.6983,8.0,8.0,0.1916,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,548.0,1.57,34959.0,60121.0,4448.1221,39.0,149269.757,515988.0,10.26
Yf27ddLvA5o,"MERINDING‼ PARADE MILITER WANITA INDONESIA & CHINA TAMPIL MEMUKAU,  PARADE MALAYSIA KLAIM TERBAIK⁉","Jul 23, 2025",1050.0,58657.0,0:05:56,33.95,,,,,,,,0.0,0.0,99.0,7.0,383.0,17.0,95.75,23.0,46.0,0.0,1.0,0.0,4385.082,174206.15,0.0,174206.15,317021.992,49632.0,7559.302,6387.451,41938.0,4201.678,0.0,70.0,2380.0,2302774.339,1.0,66615.172,67285.365,0.0,396.0,40.7322,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,222.0,2.01,11054.0,58657.0,5808.1955,92.0,245876.598,557899.0,9.08
8eCt8EJGdlo,MURKA! PARA RAJA NUSANTARA BERSATU! EKSTREMIS MALAYSIA KETAR-KETIR JADI BURONAN,"Feb 20, 2026",540.0,56421.0,0:03:28,38.53,,,,,,,,0.0,0.0,42.0,6.0,409.0,25.0,94.24,27.0,380.0,0.0,0.0,,2098.354,201105.254,0.0,201105.254,365857.535,48944.0,8745.041,7475.023,41836.0,3629.595,0.0,23.0,363.0,0.0,0.0,0.0,0.0,0.0,310.0,18.4467,,,,0.1832,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,339.0,1.14,29615.0,56421.0,3260.7477,36.0,203203.609,215587.0,22.46
OkxYLpCQZ5M,"MALAYSIA NEKAT TANTANG INDONESIA! PRABOWO SIAP GEMPUR, NEGERI JIRAN SIAP-SIAP GULUNG TIKAR!","Mar 3, 2025",1262.0,56282.0,0:06:32,31.11,,,,,,,,0.0,0.0,130.0,12.0,224.0,21.0,91.43,27.0,246.0,0.0,0.0,,2287.541,271541.175,0.0,271541.175,494083.566,64209.0,10003.109,7694.927,49393.0,4867.925,0.0,34.0,677.0,0.0,0.0,0.0,0.0,0.0,192.0,23.3353,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,46.0,0.33,13790.0,56282.0,6137.6897,118.0,273828.716,217758.0,21.48
TB3UMtNnZAo,"TIMOR LESTE INGIN KEMBALI KE INDONESIA? IRI MELIHAT PEMBANGUNAN PAPUA, BEGINI NASIBNYA SEKARANG!","Jan 31, 2026",525.0,54144.0,0:03:53,44.44,,,,,,,,0.0,0.0,80.0,4.0,517.0,22.0,95.92,33.0,384.0,0.0,1.0,0.0,3241.383,150222.404,0.0,150222.404,273346.401,43380.0,6969.034,6301.208,39223.0,2836.437,0.0,58.0,1097.0,16051.836,1.0,0.0,0.0,0.0,334.0,24.4848,0.7469,8.0,1.3333,0.1792,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,458.0,1.84,24903.0,54144.0,3509.0328,76.0,153463.787,411987.0,11.96
ugActPlwkDU,"NGAKAK! AKSI-AKSI TENTARA MALAYSIA BUAT KETAWA SAKIT PERUT, JAUH BEDA SAMA GAHARNYA TNI!","Jan 2, 2026",540.0,51539.0,0:04:00,44.48,,,,,,,,0.0,0.0,35.0,6.0,515.0,24.0,95.55,13.0,254.0,0.0,0.0,,2551.027,123658.739,0.0,123658.739,224982.529,28471.0,8785.635,7902.165,25608.0,2449.638,0.0,16.0,409.0,0.0,0.0,0.0,0.0,0.0,303.0,20.8009,0.3509,4.0,2.0,0.1834,20.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,302.0,1.51,20034.0,51539.0,3438.698,29.0,126209.766,350473.0,12.77
6ZvKxPjbi_A,"MEDIA MALAYSIA PANIK! INDONESIA RESMI JADI PRESIDEN HAM DUNIA, JIRAN KEPANASAN!","Jan 13, 2026",540.0,51426.0,0:00:54,10.02,,,,,,,,0.0,0.0,13.0,0.0,89.0,4.0,95.7,12.0,37.0,0.0,0.0,,658.329,64674.685,0.0,64674.685,117622.381,5640.0,23585.799,20855.032,4987.0,1270.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,5.0973,,,,0.1832,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,35.0,2.21,1585.0,51426.0,772.9639,13.0,65333.013,8348.0,15.02
lwt2eQL1AUE,"GEMPAR! 6 NEGARA MAJU REBUTAN IMPOR BUS DARI INDONESIA, MALAYSIA MAKIN IRI","Jan 6, 2026",591.0,51336.0,0:04:22,44.42,,,,,,,,8.0,640.0,72.0,19.0,861.0,16.0,98.18,74.0,102.0,0.0,0.0,,4005.604,178733.817,0.0,178733.817,325193.456,41058.0,9389.97,7920.343,34632.0,3561.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,31.9468,0.5111,6.0,6.0,0.1171,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,624.0,3.34,18669.0,51336.0,3743.3381,53.0,182739.42,376042.0,11.98
2TE72iu0Fvo,"TOP MARKOTOP! INDONESIA BANGUN STASIUN KERETA API FILIPINA, MALAYSIA AUTO MENDIDIH","Feb 12, 2026",509.0,49503.0,0:03:51,45.4,,,,,,,,13.0,1040.0,56.0,14.0,861.0,6.0,99.31,99.0,123.0,0.0,0.0,,7305.7,204106.301,0.0,204106.301,371263.61,46049.0,9709.03,8062.36,38239.0,4278.854,0.0,41.0,895.0,0.0,0.0,0.0,0.0,0.0,753.0,48.7989,0.4667,4.0,1.0,0.1746,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,512.0,2.79,18384.0,49503.0,3177.352,42.0,211412.001,303356.0,13.86
3pawgPmemsE,"INI ALASAN NEGARA ARAB TAK MAU MALAYSIA MASUK KE GAZA, JUSTRU PILIH PASUKAN INDONESIA","Nov 6, 2025",632.0,48806.0,0:04:14,40.27,,,,,,,,0.0,0.0,102.0,12.0,421.0,10.0,97.68,26.0,119.0,0.0,0.0,,2955.111,115574.889,0.0,115574.889,210347.301,35435.0,6782.771,5936.145,31012.0,2432.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,26.4125,0.1754,1.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,48806.0,3450.4447,90.0,118530.0,324391.0,12.98
1X88piKFEO4,"MALAYSIA DI AMBANG BUBAR! KEDAH NEKAT REBUT PULAU PINANG, JIRAN TERANCAM PERANG SAUDARA?","Jan 31, 2026",600.0,44383.0,0:04:10,41.75,,,,,,,,0.0,0.0,34.0,8.0,605.0,15.0,97.58,41.0,194.0,0.0,0.0,,2841.273,135682.57,0.0,135682.57,246862.099,37249.0,7789.659,6627.348,31691.0,3126.052,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,316.0,23.6649,1.3361,12.0,3.0,0.1999,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,249.0,1.15,21595.0,44383.0,3088.2473,26.0,138523.843,324961.0,12.39
EiK_qcPs6oo,"MALAYSIA TERPERANGAH! PASUKAN GARUDA TAKLUKKAN HATI WARGA LEBANON, JIRAN SYOK LIHAT KEDEKATAN TNI!","Jan 15, 2026",515.0,41587.0,0:03:48,44.36,,,,,,,,0.0,0.0,121.0,14.0,724.0,6.0,99.18,10.0,72.0,0.0,0.0,,1916.787,92459.067,0.0,92459.067,168222.064,22822.0,8386.782,7371.048,20058.0,2270.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,16.987,0.2698,3.0,,0.1764,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,404.0,2.04,19833.0,41587.0,2638.8718,107.0,94375.853,290899.0,11.93
KPg0F4OKrRs,JIRAN TERPAKSA BELI SENJATA BUATAN INDONESIA USAI INDUSTRI MEREKA LUMPUH!,"Jan 13, 2026",604.0,41208.0,0:04:38,46.12,,,,,,,,11.0,880.0,45.0,11.0,806.0,12.0,98.53,28.0,413.0,0.0,0.0,,3669.574,142332.848,0.0,142332.848,258960.412,34754.0,9094.947,7451.24,28473.0,3543.261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,339.0,29.0022,0.9486,10.0,2.5,0.2011,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,317.0,1.58,20087.0,41208.0,3188.483,34.0,146002.422,286914.0,12.56
whSqHM7e1Uc,"NETIZEN HISTERIS‼ BANDINGKAN MARCHING BAND TNI INDONESIA, VIETNAM, DAN MALAYSIA GAGAL ATRAKSI⁉","Jul 25, 2025",1305.0,38529.0,0:06:45,31.06,,,,,,,,0.0,0.0,76.0,6.0,317.0,23.0,93.24,10.0,34.0,0.0,0.0,,4850.605,134765.287,0.0,134765.287,245265.7,38587.0,7839.973,6356.174,31284.0,3623.223,0.0,21.0,701.0,0.0,0.0,0.0,0.0,0.0,318.0,37.6586,,,,,0.0,,,0.0,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,95.0,1.82,5211.0,38529.0,4337.5719,70.0,139615.893,358037.0,9.47
g4Zg-CpEAN0,"ARAB SAUDI PAMERKAN BUS SR3 BUATAN INDONESIA, BUS LAKSANA MAKIN DIGEMARI DIDUNIA","Jan 21, 2026",600.0,37712.0,0:03:19,33.33,,,,,,,,3.0,240.0,33.0,3.0,387.0,5.0,98.72,24.0,43.0,0.0,0.0,,3148.331,91363.309,0.0,91363.309,166241.62,22135.0,8974.391,7510.351,18524.0,2507.239,0.0,28.0,669.0,0.0,0.0,0.0,0.0,0.0,421.0,23.8586,0.0641,2.0,2.0,0.2001,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,151.0,1.46,10369.0,37712.0,2094.8621,30.0,94511.641,253750.0,11.98
a1ETblXweIg,"JIKA MALAYSIA NEKAT AJAK PERANG, BEGINILAH DUEL MAUT MILITER INDONESIA VS MALAYSIA","Dec 16, 2025",735.0,35777.0,0:04:20,35.5,,,,,,,,0.0,0.0,24.0,6.0,192.0,11.0,94.58,13.0,199.0,0.0,0.0,,1283.613,99530.319,0.0,99530.319,177399.367,29570.0,6826.991,5999.302,25985.0,2820.978,0.0,69.0,1705.0,0.0,1.0,3003.767,38361.78,-38361.78,159.0,12.2775,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,217.0,2.46,8819.0,35777.0,2592.8285,18.0,100813.932,245667.0,13.15
yBwMyYG7avA,"GEMPAR‼️ RAKYAT MALAYSIA NGAMUK TAK TERIMA DIBILANG MISKIN, KARMA SERING HINA INDONESIA MISKIN⁉️","Oct 16, 2025",443.0,34950.0,0:02:31,34.11,,,,,,,,0.0,0.0,15.0,3.0,88.0,4.0,95.65,3.0,186.0,0.0,0.0,,2104.295,53820.167,0.0,53820.167,97951.826,14913.0,7389.245,6568.217,13256.0,1600.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,16.0809,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,34950.0,1467.0961,12.0,55924.462,127670.0,19.63
CAi5ThCnya4,"RINGGIT MALAYSIA DITOLAK DUNIA! THAILAND & FILIPINA TAK TERIMA, RUPIAH JADI PRIMADONA DI ARAB SAUDI!","Jan 25, 2026",531.0,34447.0,0:03:54,44.15,,,,,,,,0.0,0.0,30.0,4.0,529.0,9.0,98.33,41.0,212.0,0.0,0.0,,1747.614,128875.046,0.0,128875.046,234473.528,30128.0,9001.594,7782.579,26048.0,3794.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,14.0078,0.4301,6.0,3.0,0.1808,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,346.0,2.93,11806.0,34447.0,2243.4314,26.0,130622.66,226042.0,13.82
zl6bTJxFX3A,MARCHINGBAND TNI GAGAH DI PRANCIS SEMENTARA JIRAN GAGAL ATRAKSI NETIZEN:KAYAK ANAK SD LAGI LATIHAN‼️,"Jul 15, 2025",626.0,31925.0,0:03:54,37.41,100.0,,,,,,,-2.0,-220.0,100.0,3.0,226.0,9.0,96.17,9.0,45.0,0.0,0.0,,2676.636,74837.065,0.0,74837.065,136203.509,21428.0,7492.766,6356.333,18178.0,2435.874,0.0,42.0,1701.0,0.0,0.0,0.0,0.0,0.0,380.0,25.8602,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,31925.0,2076.9633,97.0,77513.955,295962.0,8.86
pH9XCEbBs-w,"GEGER! WARGA PERBATASAN MALAYSIA TERANG-TERANGAN INGIN GABUNG NKRI,MERAH PUTIH SIAP BERKIBAR!","Jan 27, 2026",527.0,30847.0,0:03:43,42.47,,,,,,,,0.0,0.0,19.0,4.0,391.0,9.0,97.75,12.0,98.0,0.0,0.0,,1143.242,101861.178,0.0,101861.178,185310.474,27309.0,7788.118,6785.692,23794.0,3339.531,0.0,45.0,522.0,0.0,0.0,0.0,0.0,0.0,156.0,10.7526,0.6759,6.0,6.0,0.1795,17.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,166.0,1.86,8906.0,30847.0,1917.6947,15.0,103004.42,176372.0,15.79
 -Wa5j8Wi51k,WARGA MALAYSIA NGAMUK! KELAKUAN WARGA BANGLADESH BIKIN KACAU MALAYSIA,"Jan 5, 2026",600.0,30513.0,0:03:33,35.61,,,,,,,,0.0,0.0,12.0,2.0,325.0,14.0,95.87,17.0,300.0,0.0,0.0,,1675.888,82690.672,0.0,82690.672,150457.826,20211.0,8712.596,7444.353,17269.0,2764.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,13.3617,0.5776,4.0,,0.1997,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,114.0,1.11,10263.0,30513.0,1810.7988,10.0,84366.561,127456.0,20.49
y_2BE9NtpDs,NGAKAK GAK KETULUNGAN‼ YEL-YEL TARUNA INDONESIA MENGGELEGAR VS MALAYSIA BEDA JAUH,"Jul 19, 2025",1050.0,28944.0,0:05:25,31.03,,,,,,,,0.0,0.0,49.0,5.0,177.0,6.0,96.72,8.0,60.0,0.0,1.0,0.0,1852.188,94857.117,0.0,94857.117,172630.812,26413.0,7561.246,6535.828,22831.0,3389.879,0.0,32.0,783.0,21689.343,1.0,1180.908,1171.218,0.0,190.0,16.6268,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,70.0,1.74,4033.0,28944.0,2619.962,44.0,97880.523,231861.0,10.81
C3yKonmiv3E,GILA LUAR BIASA‼ AKSI KING  OF SPARKO “EKA WIRA” JADI TONTONAN BULE EROPA‼,"Jul 23, 2025",1200.0,28894.0,0:05:17,26.5,,,,,,,,0.0,0.0,52.0,5.0,158.0,7.0,95.76,8.0,13.0,0.0,0.0,,1231.67,83168.72,0.0,83168.72,151372.52,24530.0,7503.347,6170.914,20174.0,2919.037,0.0,4.0,401.0,0.0,0.0,0.0,0.0,0.0,147.0,13.8101,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,39.0,1.6,2440.0,28894.0,2551.973,47.0,84400.39,250995.0,9.92
BWV7bYkscXw,RUGIKAN NEGARA RP300 TRILIUN‼ TNI TEMBAK HANCUR KAPAL PENCURI IKAN MALAYSIA,"Dec 16, 2025",600.0,28697.0,0:03:44,37.42,,,,,,,,0.0,0.0,39.0,6.0,168.0,8.0,95.45,10.0,102.0,0.0,0.0,,774.968,71099.533,0.0,71099.533,129401.192,21918.0,6635.618,5903.878,19501.0,2511.972,0.0,38.0,527.0,0.0,0.0,0.0,0.0,0.0,119.0,7.687,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,97.0,1.03,9411.0,28697.0,1789.5975,33.0,71874.501,168612.0,15.38
